epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,2993.1,0.63472,0.48366,0.95737,0.66611,0.45885,0.53318,0.38128,1.46173,1.81549,1.7757,0.000325526,0.000325526,0.000325526
158,3012.28,0.63067,0.47705,0.95933,0.62811,0.46034,0.5062,0.37464,1.42614,1.75191,1.64706,0.000318453,0.000318453,0.000318453
159,3032.53,0.6276,0.46536,0.95293,0.8455,0.4782,0.55782,0.41916,1.38262,1.81046,1.62287,0.000311379,0.000311379,0.000311379
160,3052.15,0.60498,0.46914,0.96551,0.81408,0.45923,0.56898,0.43359,1.33484,1.74208,1.5869,0.000304306,0.000304306,0.000304306
161,3072.42,0.6441,0.47895,0.96297,0.6148,0.46908,0.54259,0.39605,1.29173,1.71754,1.56001,0.000297232,0.000297232,0.000297232
162,3091.53,0.63788,0.47381,0.96007,0.60578,0.52378,0.53286,0.41231,1.31364,1.75684,1.55849,0.000290158,0.000290158,0.000290158
163,3111.95,0.62661,0.4652,0.94707,0.70345,0.51749,0.56,0.42155,1.4139,1.90127,1.66987,0.000283085,0.000283085,0.000283085
164,3130.62,0.61029,0.45405,0.95699,0.75737,0.57181,0.62732,0.48259,1.34792,1.85632,1.56884,0.000276011,0.000276011,0.000276011
165,3151,0.60668,0.45942,0.95409,0.77789,0.5648,0.61178,0.45875,1.4239,1.95718,1.66759,0.000268938,0.000268938,0.000268938
166,3169.87,0.60419,0.46278,0.95796,0.76275,0.48918,0.59853,0.45848,1.31112,1.75994,1.51369,0.000261864,0.000261864,0.000261864
167,3188.63,0.60958,0.45417,0.94655,0.71835,0.50491,0.61677,0.47525,1.25991,1.76371,1.44648,0.000254791,0.000254791,0.000254791
168,3207.89,0.59011,0.45184,0.95651,0.683,0.50814,0.5725,0.43519,1.36308,1.9068,1.59242,0.000247717,0.000247717,0.000247717
169,3225.57,0.5954,0.44895,0.94293,0.90258,0.40383,0.57784,0.45065,1.22681,1.69413,1.44677,0.000240644,0.000240644,0.000240644
