epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,612.75,0.62479,0.57758,1.02189,0.73052,0.60894,0.66011,0.48694,1.1371,1.40975,1.49285,0.000566027,0.000566027,0.000566027
124,617.935,0.62649,0.58933,1.02536,0.64827,0.65499,0.63624,0.47377,1.09726,1.38098,1.48775,0.000558953,0.000558953,0.000558953
125,622.321,0.63768,0.58437,1.02072,0.7136,0.54458,0.62075,0.47195,1.12504,1.48929,1.52619,0.00055188,0.00055188,0.00055188
126,628.101,0.6445,0.6007,1.04149,0.6801,0.58273,0.61452,0.46197,1.094,1.5595,1.43812,0.000544806,0.000544806,0.000544806
127,632.92,0.63607,0.59555,1.0381,0.74732,0.62159,0.66603,0.51674,1.02512,1.43431,1.4043,0.000537733,0.000537733,0.000537733
128,637.588,0.62201,0.58706,1.02431,0.71766,0.61064,0.61829,0.48103,0.99068,1.51281,1.37751,0.000530659,0.000530659,0.000530659
129,642.556,0.62595,0.58612,1.01647,0.75148,0.60275,0.62574,0.48195,0.97649,1.51897,1.34597,0.000523586,0.000523586,0.000523586
130,647.434,0.61839,0.59653,1.01727,0.76613,0.61723,0.64911,0.49939,0.98557,1.49953,1.35784,0.000516512,0.000516512,0.000516512
131,652.522,0.62304,0.58262,1.0084,0.80419,0.63089,0.66171,0.49809,1.0565,1.52147,1.43443,0.000509438,0.000509438,0.000509438
132,657.411,0.57376,0.5557,1.00241,0.86818,0.57825,0.66729,0.49432,1.0967,1.69079,1.53343,0.000502365,0.000502365,0.000502365
133,661.977,0.60974,0.56487,1.03536,0.7851,0.60889,0.66266,0.49965,1.13009,1.74093,1.51308,0.000495291,0.000495291,0.000495291
134,667.729,0.60793,0.55549,1.00901,0.85879,0.57885,0.68021,0.50891,1.23132,1.62143,1.52126,0.000488218,0.000488218,0.000488218
135,672.585,0.58715,0.56633,1.00589,0.76153,0.60061,0.68686,0.51904,1.10539,1.45168,1.4287,0.000481144,0.000481144,0.000481144
136,676.99,0.60089,0.56314,1.01268,0.80674,0.58318,0.69032,0.52436,1.06556,1.41419,1.41421,0.000474071,0.000474071,0.000474071
137,682.206,0.64662,0.57156,1.03741,0.8394,0.58674,0.68662,0.51835,1.08571,1.47161,1.42848,0.000466997,0.000466997,0.000466997
138,686.958,0.57504,0.57914,1.00241,0.79547,0.56749,0.64418,0.48646,1.23175,1.6542,1.56082,0.000459924,0.000459924,0.000459924
139,691.593,0.5701,0.5504,0.99589,0.7976,0.57241,0.62882,0.48738,1.18665,1.67341,1.51833,0.00045285,0.00045285,0.00045285
140,697.053,0.57425,0.53869,1.00635,0.80487,0.56714,0.63881,0.47739,1.11125,1.65744,1.46889,0.000445777,0.000445777,0.000445777
